Srno,Company_Name,Bid_Opening_Date,Bid_Closing_Date,Face_Value,Bid_Price_From,Bid_Price_To,Market_Lot,Listing_at,Issue_size,Fresh_issue,Offer_for_sale,Basis_of_Allotment_Date,Initiation_of_refunds,Credit_of_shares_to_demat_account,Listing_date,Listing_day,Listing_year,BSE_script_code,NSE_symbol,Listing_in,ISIN,Qualified_Institutional_Buyers,Non_Institutional_Investors,Retail_Individual_Investors,Total_Subscription,Registrar_Name,Pre_Issue_Share_Holding,Post_Issue_Share_Holding,NSE_Listing_day_open,NSE_Listing_day_low,NSE_Listing_day_high,NSE_Listing_day_last_trade,NSE_Listing_day_volume,NSE_SME_Listing_day_open,NSE_SME_Listing_day_low,NSE_SME_Listing_day_high,NSE_SME_Listing_day_last_trade,NSE_SME_Listing_day_volume,BSE_Listing_day_open,BSE_Listing_day_low,BSE_Listing_day_high,BSE_Listing_day_last_trade,BSE_Listing_day_volume,BSE_SME_Listing_day_open,BSE_SME_Listing_day_low,BSE_SME_Listing_day_high,BSE_SME_Listing_day_last_trade,BSE_SME_Listing_day_volume
527,Titaanium Ten Enterprise Ltd ,"Jun 30, 2016","Jul 5, 2016",10,15,15,8000,BSE SME,"1,816,000 Eq Shares of ₹10 (aggregating up to ₹2.72 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, July 14, 2016",Thursday,2016,539985,NaN,M,INE120V01014,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16,15.3,18,16.9,456000
528,Kwality Pharmaceuticals Ltd ,"Jun 30, 2016","Jul 8, 2016",10,45,45,3000,BSE SME,"1,380,000 Eq Shares of ₹10 (aggregating up to ₹6.21 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, July 18, 2016",Monday,2016,539997,NaN,MT,INE552U01010,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45,43,45.8,44.5,78000
529,Advanced Enzyme Technologies Ltd ,"Jul 20, 2016","Jul 22, 2016",10,880,896,16,"BSE, NSE","4,594,875 Eq Shares of ₹10 (aggregating up to ₹411.49 Cr)",[.] Eq Shares of ₹10 (aggregating up to ₹50.00 Cr),"4,034,470 Eq Shares of ₹10 (aggregating up to ₹[.] Cr)",NaN,NaN,NaN,"Monday, August 1, 2016",Monday,2016,540025,ADVENZYMES,B,INE837H01012,94.03,393.1,11.67,116.02,Link Intime India Private Ltd,NaN,NaN,"1,210.00","1,168.00","1,244.00","1,178.10",4996197,NaN,NaN,NaN,NaN,NaN,"1,210.00","1,168.55","1,242.75","1,178.30",1157174,NaN,NaN,NaN,NaN,NaN
530,Prabhat Telecoms (India) Ltd ,"Jul 22, 2016","Jul 26, 2016",10,51,51,2000,BSE SME,"2,200,000 Eq Shares of ₹10 (aggregating up to ₹11.22 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, August 3, 2016",Wednesday,2016,540027,NaN,M,INE171P01019,NaN,NaN,NaN,NaN,Cameo Corporate Services Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,61.2,61.2,61.2,61.2,40000
531,Dilip Buildcon Ltd ,"Aug 1, 2016","Aug 3, 2016",10,214,219,65,"BSE, NSE","29,861,976 Eq Shares of ₹10 (aggregating up to ₹653.98 Cr)","19,634,703 Eq Shares of ₹10 (aggregating up to ₹430.00 Cr)","10,227,273 Eq Shares of ₹10 (aggregating up to ₹[.] Cr)",NaN,NaN,NaN,"Thursday, August 11, 2016",Thursday,2016,540047,DBL,B,INE917M01012,9.76,79.64,2.35,20.95,Link Intime India Private Ltd,NaN,NaN,240,240,254.8,251.75,26935252,NaN,NaN,NaN,NaN,NaN,240,239.25,255,251.95,7058234,NaN,NaN,NaN,NaN,NaN
532,S P Apparels Ltd ,"Aug 2, 2016","Aug 4, 2016",10,258,268,55,"BSE, NSE","8,922,388 Eq Shares of ₹10 (aggregating up to ₹239.12 Cr)","8,022,388 Eq Shares of ₹10 (aggregating up to ₹215.00 Cr)","900,000 Eq Shares of ₹10 (aggregating up to ₹[.] Cr)",NaN,NaN,NaN,"Friday, August 12, 2016",Friday,2016,540048,SPAL,T,INE212I01016,2.21,5.1,1.9,2.66,Link Intime India Private Ltd,NaN,NaN,275,275,288.75,288.75,2003330,NaN,NaN,NaN,NaN,NaN,305,289.75,305,295,619737,NaN,NaN,NaN,NaN,NaN
533,RBL Bank Ltd ,"Aug 19, 2016","Aug 23, 2016",10,224,225,65,"BSE, NSE","53,909,628 Eq Shares of ₹10 (aggregating up to ₹1,212.97 Cr)","37,000,000 Eq Shares of ₹10 (aggregating up to ₹832.50 Cr)","16,909,628 Eq Shares of ₹10 (aggregating up to ₹[.] Cr)",NaN,NaN,NaN,"Wednesday, August 31, 2016",Wednesday,2016,540065,RBLBANK,B,INE976G01028,85.08,198.06,5.7,69.62,Link Intime India Private Ltd,NaN,NaN,274.2,274.2,305.5,299.4,79264509,NaN,NaN,NaN,NaN,NaN,273.7,273.7,305,299.3,20477923,NaN,NaN,NaN,NaN,NaN
534,Shiva Granito Export Ltd ,"Aug 23, 2016","Aug 29, 2016",10,12,12,10000,BSE SME,"4,200,000 Eq Shares of ₹10 (aggregating up to ₹5.04 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, September 6, 2016",Tuesday,2016,540072,NaN,M,INE191V01015,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.95,11.45,14.4,12.03,470000
535,Mitsu Chem Plast Ltd ,"Aug 26, 2016","Aug 31, 2016",10,95,95,1200,BSE SME,"1,000,800 Eq Shares of ₹10 (aggregating up to ₹9.51 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, September 9, 2016",Friday,2016,540078,NaN,M,INE317V01016,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,96,95.2,96.4,96.2,218400
536,Madhya Bharat Agro Products Ltd ,"Aug 29, 2016","Sep 2, 2016",10,24,24,6000,NSE SME,"5,790,000 Eq Shares of ₹10 (aggregating up to ₹13.90 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, September 9, 2016",Friday,2016,NaN,MBAPL,NaN,INE900L01010,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27,26,28.8,28.8,1716000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
537,Spicy Entertainment & Media Ltd ,"Sep 1, 2016","Sep 7, 2016",10,10,10,10000,BSE SME,"4,820,000 Eq Shares of ₹10 (aggregating up to ₹4.82 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, September 15, 2016",Thursday,2016,540084,NaN,M,INE592O01019,NaN,NaN,NaN,NaN,Maheshwari Datamatics Pvt. Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.99,9.63,10.95,9.7,230000
538,Sprayking Agro Equipment Ltd ,"Aug 31, 2016","Sep 2, 2016",10,21,21,6000,BSE SME,"888,000 Eq Shares of ₹10 (aggregating up to ₹1.86 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, September 14, 2016",Wednesday,2016,540079,NaN,M,INE537U01011,NaN,NaN,NaN,NaN,Sharex Dynamic (India) Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,21.75,24,21.8,270000
539,Narayani Steels Ltd ,"Sep 1, 2016","Sep 6, 2016",10,32,32,4000,BSE SME,"3,600,000 Eq Shares of ₹10 (aggregating up to ₹11.52 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, September 14, 2016",Wednesday,2016,540080,NaN,M,INE715T01015,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.45,30.9,38.4,33.4,576000
540,ICICI Prudential Life Insurance Company Ltd ,"Sep 19, 2016","Sep 21, 2016",10,300,334,44,"BSE, NSE","181,341,058 Eq Shares of ₹10 (aggregating up to ₹6,056.79 Cr)",NaN,"181,341,058 Eq Shares of ₹10 (aggregating up to ₹[.] Cr)","Sep 26, 2016","Sep 27, 2016","Sep 28, 2016","Thursday, September 29, 2016",Thursday,2016,540133,ICICIPRULI,B,INE726G01019,11.83,28.55,1.42,10.48,KFintech Private Limited,NaN,NaN,330,295.15,333.9,297.55,89058658,NaN,NaN,NaN,NaN,NaN,329,295.5,333.9,297.65,12720399,NaN,NaN,NaN,NaN,NaN
541,Riddhi Steel & Tube Ltd ,"Sep 2, 2016","Sep 7, 2016",10,38,38,3000,BSE SME,"2,340,000 Eq Shares of ₹10 (aggregating up to ₹8.89 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, September 14, 2016",Wednesday,2016,540082,NaN,MT,INE367U01013,NaN,NaN,NaN,NaN,KFintech Private Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.7,37.5,38.5,37.65,78000
542,L&T Technology Services Ltd ,"Sep 12, 2016","Sep 15, 2016",2,850,860,16,"BSE, NSE","10,400,000 Eq Shares of ₹2 (aggregating up to ₹894.40 Cr)",NaN,"10,400,000 Eq Shares of ₹2 (aggregating up to ₹[.] Cr)","Sep 20, 2016","Sep 21, 2016","Sep 22, 2016","Friday, September 23, 2016",Friday,2016,540115,LTTS,B,INE010V01017,5.01,1.03,1.74,2.52,KFintech Private Limited,NaN,NaN,920,860.1,931.45,869,8014800,NaN,NaN,NaN,NaN,NaN,900,860,931,865.1,1929762,NaN,NaN,NaN,NaN,NaN
543,G N A Axles Ltd ,"Sep 14, 2016","Sep 16, 2016",10,205,207,70,"BSE, NSE","6,300,000 Eq Shares of ₹10 (aggregating up to ₹130.41 Cr)","6,300,000 Eq Shares of ₹10 (aggregating up to ₹[.] Cr)",NaN,"Sep 21, 2016","Sep 22, 2016","Sep 23, 2016","Monday, September 26, 2016",Monday,2016,540124,GNA,T,INE934S01014,17.18,217.47,11.84,54.88,Link Intime India Private Ltd,NaN,NaN,252,242.2,261.8,245.05,1520649,NaN,NaN,NaN,NaN,NaN,248.5,242.2,260,245.15,592505,NaN,NaN,NaN,NaN,NaN
544,Husys Consulting Ltd ,"Sep 9, 2016","Sep 19, 2016",10,69,69,2000,NSE SME,"608,000 Eq Shares of ₹10 (aggregating up to ₹4.20 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, September 27, 2016",Tuesday,2016,NaN,HUSYSLTD,NaN,INE336T01010,NaN,NaN,NaN,NaN,KFintech Private Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72.9,60,72.9,60.6,62000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
545,Crown Lifters Limited ,"Sep 9, 2016","Sep 19, 2016",10,121,121,1000,NSE SME,"552,000 Eq Shares of ₹10 (aggregating up to ₹6.68 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, September 27, 2016",Tuesday,2016,NaN,CROWN,NaN,INE491V01019,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,122.8,107,122.8,109,58000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
546,Radhika Jeweltech Ltd ,"Sep 14, 2016","Sep 20, 2016",10,75,75,1600,BSE SME,"6,600,000 Eq Shares of ₹10 (aggregating up to ₹49.50 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, September 27, 2016",Tuesday,2016,540125,NaN,M,INE583V01013,NaN,NaN,NaN,NaN,Satellite Corporate Services Private Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,73.95,66,73.95,71,139200
547,AVSL Industries Limited ,"Sep 15, 2016","Sep 28, 2016",10,36,36,3000,NSE SME,"1,440,000 Eq Shares of ₹10 (aggregating up to ₹5.18 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, October 6, 2016",Thursday,2016,NaN,AVSL,NaN,INE522V01011,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38,36,38,36,15000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
548,HPL Electric & Power Ltd ,"Sep 22, 2016","Sep 26, 2016",10,175,202,70,"BSE, NSE",[.] Eq Shares of ₹10 (aggregating up to ₹361.00 Cr),NaN,NaN,"Sep 29, 2016","Sep 30, 2016","Oct 3, 2016","Tuesday, October 4, 2016",Tuesday,2016,540136,HPL,B,INE495S01016,5.77,22.2,3.31,8.06,KFintech Private Limited,NaN,NaN,190,184.25,198,189.3,14845911,NaN,NaN,NaN,NaN,NaN,190.05,184.3,198,189.05,3381060,NaN,NaN,NaN,NaN,NaN
549,Diksat Transworld Ltd ,"Sep 29, 2016","Oct 6, 2016",10,36,40,3000,BSE SME,"4,608,000 Eq Shares of ₹10 (aggregating up to ₹18.43 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, October 18, 2016",Tuesday,2016,540151,NaN,M,INE942P01013,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.75,40.5,41.5,41,306000
550,Valiant Organics Ltd ,"Sep 29, 2016","Oct 4, 2016",10,220,220,600,BSE SME,"964,800 Eq Shares of ₹10 (aggregating up to ₹21.23 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, October 14, 2016",Friday,2016,540145,NaN,M,INE565V01010,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,264,264,264,264,6600
551,Gretex Industries Ltd ,"Sep 30, 2016","Oct 5, 2016",10,19,21,6000,NSE SME,[.] Eq Shares of ₹10 (aggregating up to ₹2.10 Cr),NaN,"924,000 Eq Shares of ₹10 (aggregating up to ₹[.] Cr)",NaN,NaN,NaN,"Friday, October 14, 2016",Friday,2016,NaN,GRETEX,NaN,INE985P01012,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,22.25,24,24,264000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
552,Jet Knitwears Limited ,"Sep 27, 2016","Sep 29, 2016",10,39,39,3000,NSE SME,"1,083,000 Eq Shares of ₹10 (aggregating up to ₹4.22 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, October 7, 2016",Friday,2016,NaN,JETKNIT,NaN,INE564T01017,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46.8,46.8,46.8,46.8,357000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
553,Nandani Creation Ltd ,"Sep 28, 2016","Oct 3, 2016",10,28,28,4000,NSE SME,"1,444,000 Eq Shares of ₹10 (aggregating up to ₹4.04 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, October 10, 2016",Monday,2016,NaN,NANDANI,NaN,INE696V01013,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.6,31,33.6,33.6,172000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
554,Sakar Healthcare Limited ,"Sep 30, 2016","Oct 5, 2016",10,42,50,3000,NSE SME,"2,961,000 Eq Shares of ₹10 (aggregating up to ₹14.81 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, October 14, 2016",Friday,2016,NaN,SAKAR,NaN,INE732S01012,NaN,NaN,NaN,NaN,Link Intime India Private Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52.8,51,54.95,52.15,795000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
555,Aurangabad Distillery Limited ,"Sep 30, 2016","Oct 6, 2016",10,35,35,4000,NSE SME,"2,200,000 Eq Shares of ₹10 (aggregating up to ₹7.70 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, October 17, 2016",Monday,2016,NaN,AURDIS,NaN,INE448V01019,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42,42,42,42,36000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
556,Globe International Carriers Limited ,"Sep 30, 2016","Oct 7, 2016",10,24,24,6000,NSE SME,"2,154,000 Eq Shares of ₹10 (aggregating up to ₹5.17 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, October 19, 2016",Wednesday,2016,NaN,GICL,NaN,INE947T01014,NaN,NaN,NaN,NaN,Sharex Dynamic (India) Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.5,24.3,25.2,24.95,300000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
557,Pansari Developers Limited ,"Sep 30, 2016","Oct 6, 2016",10,22,22,6000,NSE SME,"4,632,000 Eq Shares of ₹10 (aggregating up to ₹10.19 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, October 18, 2016",Tuesday,2016,NaN,PANSARI,NaN,INE697V01011,NaN,NaN,NaN,NaN,Link Intime India Private Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22,21,24.5,22.9,1584000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
558,Aditya Consumer Marketing Ltd ,"Sep 29, 2016","Oct 5, 2016",10,15,15,8000,BSE SME,"4,000,000 Eq Shares of ₹10 (aggregating up to ₹6.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, October 17, 2016",Monday,2016,540146,NaN,M,INE427V01013,NaN,NaN,NaN,NaN,Cameo Corporate Services Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.7,15.7,16.5,16.5,224000
559,Shashijit Infraprojects Ltd ,"Sep 30, 2016","Oct 6, 2016",10,15,15,8000,BSE SME,"2,328,000 Eq Shares of ₹10 (aggregating up to ₹3.49 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, October 17, 2016",Monday,2016,540147,NaN,M,INE700V01013,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.85,15.1,15.85,15.25,56000
560,Bindal Exports Ltd ,"Sep 30, 2016","Oct 6, 2016",10,16,16,8000,BSE SME,"1,248,000 Eq Shares of ₹10 (aggregating up to ₹2.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, October 17, 2016",Monday,2016,540148,NaN,M,INE564V01013,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17,16.2,17,16.2,16000
561,Dhanuka Realty Limited ,"Sep 30, 2016","Oct 6, 2016",10,40,40,3000,NSE SME,"1,056,000 Eq Shares of ₹10 (aggregating up to ₹4.22 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, October 18, 2016",Tuesday,2016,NaN,DRL,NaN,INE704V01015,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43,38.8,43,41.25,186000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
562,Endurance Technologies Ltd ,"Oct 5, 2016","Oct 7, 2016",10,467,472,30,"BSE, NSE","24,613,024 Eq Shares of ₹10 (aggregating up to ₹1,161.73 Cr)",NaN,"24,613,024 Eq Shares of ₹10 (aggregating up to ₹1,161.73 Cr)","Oct 17, 2016","Oct 18, 2016","Oct 18, 2016","Wednesday, October 19, 2016",Wednesday,2016,540153,ENDURANCE,B,INE913H01037,53.43,127.07,2.69,43.84,Link Intime India Private Ltd,NaN,NaN,572,572,654.4,646.9,36506028,NaN,NaN,NaN,NaN,NaN,570,570,655,647.7,8141059,NaN,NaN,NaN,NaN,NaN
563,DRA Consultants Ltd ,"Sep 30, 2016","Oct 4, 2016",10,10,10,10000,BSE SME,"2,960,000 Eq Shares of ₹10 (aggregating up to ₹2.96 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, October 13, 2016",Thursday,2016,540144,NaN,M,INE746V01016,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,12,12,12,20000
564,Mewar Hi-Tech Engineering Ltd ,"Sep 30, 2016","Oct 6, 2016",10,22,22,6000,BSE SME,"1,062,000 Eq Shares of ₹10 (aggregating up to ₹2.34 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, October 17, 2016",Monday,2016,540150,NaN,M,INE957U01011,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.4,26.4,26.4,26.4,90000
565,Art Nirman Ltd ,"Sep 30, 2016","Oct 7, 2016",10,25,25,6000,NSE SME,"2,004,000 Eq Shares of ₹10 (aggregating up to ₹5.01 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, October 19, 2016",Wednesday,2016,NaN,ARTNIRMAN,NaN,INE738V01013,NaN,NaN,NaN,NaN,Sharex Dynamic (India) Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.55,27.5,30,30,720000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
566,India Green Reality Ltd ,"Sep 30, 2016","Oct 6, 2016",10,30,30,4000,BSE SME,"3,460,000 Eq Shares of ₹10 (aggregating up to ₹10.38 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, October 18, 2016",Tuesday,2016,540152,NaN,MT,INE373V01019,NaN,NaN,NaN,NaN,KFintech Private Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.5,30.05,31.5,30.15,196000
567,Varun Beverages Ltd ,"Oct 26, 2016","Oct 28, 2016",10,440,445,33,"BSE, NSE","25,000,000 Eq Shares of ₹10 (aggregating up to ₹1,112.50 Cr)","25,000,000 Eq Shares of ₹10 (aggregating up to ₹1,112.50 Cr)",NaN,"Nov 3, 2016","Nov 4, 2016","Nov 7, 2016","Tuesday, November 8, 2016",Tuesday,2016,540180,VBL,NaN,INE200M01013,4.94,0.42,0.82,1.86,KFintech Private Limited,NaN,NaN,430,416.85,471.75,459.5,18118170,NaN,NaN,NaN,NaN,NaN,430,417.1,471,461.9,5215325,NaN,NaN,NaN,NaN,NaN
568,PNB Housing Finance Ltd ,"Oct 25, 2016","Oct 27, 2016",10,750,775,19,"BSE, NSE","38,719,309 Eq Shares of ₹10 (aggregating up to ₹3,000.75 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, November 7, 2016",Monday,2016,540173,PNBHOUSING,B,INE572E01012,37.33,86.17,1.32,29.53,Link Intime India Private Ltd,NaN,NaN,860,860,904,891.15,33028250,NaN,NaN,NaN,NaN,NaN,863,860.05,902.95,890.6,6425114,NaN,NaN,NaN,NaN,NaN
569,Agro Phos India Ltd ,"Oct 27, 2016","Nov 7, 2016",10,19,22,6000,NSE SME,"5,880,000 Eq Shares of ₹10 (aggregating up to ₹12.94 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, November 16, 2016",Wednesday,2016,NaN,AGROPHOS,NaN,INE740V01019,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.4,22.1,26.4,22.85,2520000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
570,Sheela Foam Ltd ,"Nov 29, 2016","Dec 1, 2016",5,680,730,20,"BSE, NSE","6,986,301 Eq Shares of ₹5 (aggregating up to ₹510.00 Cr)",NaN,[.] Eq Shares of ₹5 (aggregating up to ₹510.00 Cr),"Dec 6, 2016","Dec 7, 2016","Dec 8, 2016","Friday, December 9, 2016",Friday,2016,540203,SFL,B,INE916U01025,14.51,3.35,0.44,5.09,Link Intime India Private Ltd,NaN,NaN,860,850.1,"1,032.00","1,032.00",4839221,NaN,NaN,NaN,NaN,NaN,860,860,"1,032.00","1,032.00",865937,NaN,NaN,NaN,NaN,NaN
571,Jet Freight Logistics Ltd ,"Nov 24, 2016","Nov 28, 2016",10,28,28,4000,NSE SME,"1,452,000 Eq Shares of ₹10 (aggregating up to ₹4.07 Cr)","1,452,000 Eq Shares of ₹10 (aggregating up to ₹4.07 Cr)",NaN,NaN,NaN,NaN,"Tuesday, December 6, 2016",Tuesday,2016,NaN,JETFREIGHT,NaN,INE982V01017,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.6,33.6,33.6,33.6,160000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
572,Aditya Vision Ltd ,"Nov 28, 2016","Dec 5, 2016",10,15,15,8000,BSE SME,"3,840,000 Eq Shares of ₹10 (aggregating up to ₹5.76 Cr)","3,840,000 Eq Shares of ₹10 (aggregating up to ₹5.76 Cr)",NaN,NaN,NaN,NaN,"Monday, December 12, 2016",Monday,2016,540205,NaN,M,INE679V01019,NaN,NaN,NaN,NaN,Cameo Corporate Services Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.5,15,15.99,15.27,496000
573,Majestic Research Services & Solutions Ltd FPO (MRSS FPO) Detail,"Nov 28, 2016","Dec 5, 2016",10,106,114,NaN,BSE SME,[.] Eq Shares of ₹10 (aggregating up to ₹9.99 Cr),"876,000 Eq Shares of ₹10 (aggregating up to ₹[.] Cr)",NaN,NaN,NaN,NaN,"Wednesday, December 14, 2016",Wednesday,2016,539229,NaN,M,INE196R01012,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,140,139.9,149.9,144.55,201600
